"id","name","company_registry","street","zip","city","country_id/id","phone","email","website","lang","is_employer","is_company"
"part_employee_153","Campus Roslagen AB","924457-9531","Roslagsvägen 55",761 46,"NORRTÄLJE","base.se","073 664 39 88","info@campus.se","www.campus.se","sv_SE",1,SANT
"part_employee_154","Niphälsan AB","173158-9224","Storgatan 49",881 30,"SOLLEFTEÅ","base.se","071 559 91 53","info@niphälsan.se","www.niphälsan.se","sv_SE",1,SANT
"part_employee_155","Sb Produktion AB","796478-1689","Björnstigen 4",183 62,"TÄBY","base.se","078 512 10 85","info@sb.se","www.sb.se","sv_SE",1,SANT
"part_employee_156","Vätö Stenhuggeri AB","585224-3913","Karlsängen 1368",760 21,"VÄTÖ","base.se","079 571 63 74","info@vätö.se","www.vätö.se","sv_SE",1,SANT
"part_employee_157","El-Wicke i Skärholmen AB","762113-2812","Bredholmsgatan 22",127 23,"SKÄRHOLMEN","base.se","079 730 40 91","info@el.se","www.el.se","sv_SE",1,SANT
"part_employee_158","Vikgren International AB","731275-8993","Gröna Gatan 67",414 54,"GÖTEBORG","base.se","070 215 38 40","info@vikgren.se","www.vikgren.se","sv_SE",1,SANT
"part_employee_159","Huc AB","554925-6757","Faluvägen 34",780 61,"ÖJE","base.se","078 775 55 07","info@huc.se","www.huc.se","sv_SE",1,SANT
"part_employee_160","Sista Versen 27713 AB","896173-2141","Gästrikegatan 17",113 62,"STOCKHOLM","base.se","075 357 81 49","info@sista.se","www.sista.se","sv_SE",1,SANT
"part_employee_161","Atlantis AB","371126-7415","Storgatan 303",183 34,"TÄBY","base.se","075 987 40 55","info@atlantis.se","www.atlantis.se","sv_SE",1,SANT
"part_employee_162","The Syndicate Entertainment AB","812147-1523","Grevgatan 53",114 58,"STOCKHOLM","base.se","070 577 86 79","info@the.se","www.the.se","sv_SE",1,SANT
"part_employee_163","Fox Data AB","274978-4518","Sjöängsvägen 15",192 72,"SOLLENTUNA","base.se","070 544 03 69","info@fox.se","www.fox.se","sv_SE",1,SANT
"part_employee_164","Itaab Trading AB","212779-3636","Droskvägen 10",701 12,"ÖREBRO","base.se","070 073 41 51","info@itaab.se","www.itaab.se","sv_SE",1,SANT
"part_employee_165","Naturell AB","913333-7978","Sågvägen 39",184 40,"ÅKERSBERGA","base.se","075 430 37 37","info@naturell.se","www.naturell.se","sv_SE",1,SANT
"part_employee_166","Carlshems Motor AB","612129-6933","Vallmovägen 39",905 96,"UMEÅ","base.se","074 287 83 86","info@carlshems.se","www.carlshems.se","sv_SE",1,SANT
"part_employee_167","SKF Transmission AB","174498-7352","Kämpevägen 22",550 03,"JÖNKÖPING","base.se","074 980 01 28","info@skf.se","www.skf.se","sv_SE",1,SANT
"part_employee_168","Siffror & Människor i Solna AB","326367-5256","Vintervägen 32 B",169 54,"SOLNA","base.se","076 515 94 58","info@siffror.se","www.siffror.se","sv_SE",1,SANT
"part_employee_169","Information & Communication Ifab AB","828691-3612","Wallingatan 24",111 24,"STOCKHOLM","base.se","078 259 19 95","info@information.se","www.information.se","sv_SE",1,SANT
"part_employee_170","Näsby Parks Bokhandel AB","697221-7916","Eskadervägen 4",183 03,"TÄBY","base.se","071 495 01 66","info@näsby.se","www.näsby.se","sv_SE",1,SANT
"part_employee_171","Tandläkarpraktiken Barbro Goldman AB","682473-1644","Alpstigen 2",181 62,"LIDINGÖ","base.se","075 666 36 08","info@tandläkarpraktiken.se","www.tandläkarpraktiken.se","sv_SE",1,SANT
"part_employee_172","West-Pool AB","283265-5943","Nybrogatan 34",102 45,"STOCKHOLM","base.se","071 218 67 29","info@west.se","www.west.se","sv_SE",1,SANT
"part_employee_173","Telia Electronic Commerce AB","998847-7921","Gustavsvägen 143",161 24,"BROMMA","base.se","077 990 94 51","info@telia.se","www.telia.se","sv_SE",1,SANT
"part_employee_174","Scandinavian Dynamics AB","337172-2551","Polygonvägen 11",187 14,"TÄBY","base.se","071 782 76 90","info@scandinavian.se","www.scandinavian.se","sv_SE",1,SANT
"part_employee_175","Sea Power International AB","313139-5581","Solna Torg 19",171 45,"Solna","base.se","071 544 94 85","info@sea.se","www.sea.se","sv_SE",1,SANT
"part_employee_176","Elanders Handels AB","777729-1434","Nygatan 2",434 22,"KUNGSBACKA","base.se","073 388 39 30","info@elanders.se","www.elanders.se","sv_SE",1,SANT
"part_employee_177","Medivir AB","461841-8253","Lunastigen 7",141 44,"HUDDINGE","base.se","079 083 94 33","info@medivir.se","www.medivir.se","sv_SE",1,SANT
"part_employee_178","Attribut Design och Försäljning AB","749527-7373","Västerlånggatan 27",111 29,"STOCKHOLM","base.se","078 137 02 81","info@attribut.se","www.attribut.se","sv_SE",1,SANT
"part_employee_179","Målar-Lisa & Masters Artistmaterial AB","715417-4151","Skiffervägen 10",141 40,"HUDDINGE","base.se","073 868 13 71","info@målar.se","www.målar.se","sv_SE",1,SANT
"part_employee_180","Miljötekniska Entreprenad AB","723999-1738","Götlundagatan 3, Älvsjö ind.område",100 26,"STOCKHOLM","base.se","079 707 57 35","info@miljötekniska.se","www.miljötekniska.se","sv_SE",1,SANT
"part_employee_181","Kiilto AB","665144-6744","Mallslingan 32",187 12,"TÄBY","base.se","074 576 73 65","info@kiilto.se","www.kiilto.se","sv_SE",1,SANT
"part_employee_182","Garpco AB","893954-2176","Kortebovägen 4",564 22,"BANKERYD","base.se","070 732 02 30","info@garpco.se","www.garpco.se","sv_SE",1,SANT
"part_employee_183","Cary Camping AB","359418-7312","Stora Sällskapetsväg 5",127 31,"SKÄRHOLMEN","base.se","074 657 23 21","info@cary.se","www.cary.se","sv_SE",1,SANT
"part_employee_184","Gunnerius Invest AB","436987-5515","Kraftgatan 8",776 23,"HEDEMORA","base.se","076 764 13 13","info@gunnerius.se","www.gunnerius.se","sv_SE",1,SANT
"part_employee_185","Bil O Motor i Rättvik AB","659184-2274","Gjutarvägen 7",795 22,"RÄTTVIK","base.se","070 538 27 51","info@bil.se","www.bil.se","sv_SE",1,SANT
"part_employee_186","Elkington AB","357269-9754","Artillerigatan 40",114 45,"STOCKHOLM","base.se","075 391 45 50","info@elkington.se","www.elkington.se","sv_SE",1,SANT
"part_employee_187","Majock AB","347978-5977","Vegagatan 2",224 57,"LUND","base.se","073 011 78 29","info@majock.se","www.majock.se","sv_SE",1,SANT
"part_employee_188","Täby-Vallentuna Sotningsdistrikt AB","454959-3518","Värtavägen 54",183 63,"TÄBY","base.se","070 856 83 40","info@täby.se","www.täby.se","sv_SE",1,SANT
"part_employee_189","Fontbolaget AB","571794-2429","Tulegatan 15A",113 54,"STOCKHOLM","base.se","075 603 60 69","info@fontbolaget.se","www.fontbolaget.se","sv_SE",1,SANT
"part_employee_190","Termino C 1222 AB","612786-1692","DanviksCenter",131 30,"NACKA","base.se","071 027 05 78","info@termino.se","www.termino.se","sv_SE",1,SANT
"part_employee_191","Legitimerad Tandläkare A Torbjörn Johansson AB","841719-2334","Nybrogatan 44",114 40,"STOCKHOLM","base.se","071 453 53 91","info@legitimerad.se","www.legitimerad.se","sv_SE",1,SANT
"part_employee_192","Binus Invest AB","895994-3351","Birgerjarlsgatan 41 a",115 22,"STOCKHOLM","base.se","074 327 72 00","info@binus.se","www.binus.se","sv_SE",1,SANT
"part_employee_193","World Trade Center Stockholm AB","128192-5938","Klarabergsviadukten 70",107 24,"STOCKHOLM","base.se","074 750 08 71","info@world.se","www.world.se","sv_SE",1,SANT
"part_employee_194","Aurum Scandinavia AB","247477-4599","Fabriksgatan 2",221 00,"LUND","base.se","079 299 65 41","info@aurum.se","www.aurum.se","sv_SE",1,SANT
"part_employee_195","Slutfas AB","552784-9765","Stortorget 131",183 34,"TÄBY","base.se","074 507 99 12","info@slutfas.se","www.slutfas.se","sv_SE",1,SANT
"part_employee_196","Bromill AB","154242-3668","Barlastplan 4",391 21,"KALMAR","base.se","074 298 80 30","info@bromill.se","www.bromill.se","sv_SE",1,SANT
"part_employee_197","Inter IKEA Systems Service AB","414448-1515","Marknadsvägen 15",260 36,"ÖDÅKRA-VÄLA","base.se","079 170 27 50","info@inter.se","www.inter.se","sv_SE",1,SANT
"part_employee_198","Tamtron AB","295263-3587","Engelbrektsgatan 6",702 12,"ÖREBRO","base.se","074 191 61 29","info@tamtron.se","www.tamtron.se","sv_SE",1,SANT
"part_employee_199","Engzell Consulting","333255-4899","Artillerigatan 99",115 30,"STOCKHOLM","base.se","078 301 76 23","info@engzell.se","www.engzell.se","sv_SE",1,SANT
"part_employee_200","Polypart AB","369841-9697","Hyltevägen 4",310 83,"UNNARYD","base.se","078 399 63 68","info@polypart.se","www.polypart.se","sv_SE",1,SANT
